MovieName,ReleaseYear,Duration,IMDBRating,Metascore,Votes,Genre,Gross,GrossRevenue ,Budget
Banlieue 13,2004,84,7.1,70,73712,Action,$1.20M,1200000,12000000
The Exorcism of Emily Rose,2005,119,6.7,46,139679,Drama,$75.07M,75070000,19000000
The Grudge,2004,91,5.9,49,150527,Horror,$110.36M,110360000,10000000
Stay,2005,99,6.7,41,85747,Drama,$3.63M,3630000,50000000
Wicker Park,2004,114,6.9,40,58519,Drama,$12.83M,12830000,30000000
Just Like Heaven,2005,95,6.7,47,117114,Comedy,$48.32M,48320000,58000000
Stranger Than Fiction,2006,113,7.5,67,236141,Comedy,$40.14M,40140000,30000000
Vanity Fair,2004,141,6.2,53,23472,Drama,$16.14M,16140000,23000000
Eight Below,2006,120,7.3,64,68218,Adventure,$81.61M,81610000,40000000
Nacho Libre,2006,92,5.9,52,93635,Comedy,$80.20M,80200000,32000000
Beerfest,2006,110,6.2,46,71275,Comedy,$19.19M,19190000,17500000
Finding Neverland,2004,106,7.7,67,211754,Biography,$51.68M,51680000,25000000
Babel,2006,143,7.5,69,316611,Drama,$34.30M,34300000,25000000
Mission: Impossible III,2006,126,6.9,66,389532,Action,$134.03M,134030000,150000000
Zathura: A Space Adventure,2005,101,6.3,67,114781,Action,$29.26M,29260000,65000000
Scoop,2006,96,6.6,48,87407,Comedy,$10.53M,10530000,4000000
Layer Cake,2004,105,7.3,73,194871,Action,$2.34M,2340000,6500000
North Country,2005,126,7.3,68,44848,Drama,$18.32M,18320000,35000000
House of Wax,2005,113,5.5,41,133567,Horror,$32.06M,32060000,658000
Ice Age: The Meltdown,2006,91,6.8,59,295613,Animation,$195.33M,195330000,80000000
Doom,2005,105,5.2,34,118469,Action,$28.21M,28210000,60000000
The Polar Express,2004,100,6.6,61,240563,Animation,$183.37M,183370000,165000000
The Interpreter,2005,128,6.4,62,110761,Crime,$72.71M,72710000,80000000
Gridiron Gang,2006,125,7.1,52,80553,Biography,$38.43M,38430000,30000000
The Jacket,2005,103,7.1,44,119042,Drama,$6.30M,6300000,29000000
Elektra,2005,97,4.7,34,97714,Action,$24.41M,24410000,43000000
Alone in the Dark,2005,99,2.4,9,46944,Action,$5.18M,5180000,20000000
Friday Night Lights,2004,118,7.2,70,66696,Action,$61.26M,61260000,30000000
Cellular,2004,94,6.5,60,105206,Action,$32.00M,32000000,25000000
Just My Luck,2006,108,5.4,29,61348,Comedy,$17.32M,17320000,28000000
Broken Flowers,2005,106,7.1,79,106597,Comedy,$13.74M,13740000,10000000
The Manchurian Candidate,2004,129,6.6,76,116297,Drama,$65.96M,65960000,80000000
Elizabethtown,2005,123,6.3,45,72535,Comedy,$26.84M,26840000,57000000
Marie Antoinette,2006,123,6.5,65,121282,Biography,$15.96M,15960000,40000000
Hostel,2005,94,5.9,55,190418,Horror,$47.33M,47330000,4800000
World Trade Center,2006,129,6,66,87725,Drama,$70.28M,70280000,63000000
Æon Flux,2005,93,5.4,36,132571,Action,$25.87M,25870000,62000000
Hoodwinked!,2005,80,6.5,45,66018,Animation,$51.39M,51390000,15000000
Land of the Dead,2005,93,6.2,71,100569,Horror,$20.70M,20700000,15000000
The Break-Up,2006,106,5.8,46,138647,Comedy,$118.70M,118700000,52000000
The Brothers Grimm,2005,118,5.9,51,126044,Action,$37.92M,37920000,88000000
The Texas Chainsaw Massacre: The Beginning,2006,91,5.8,30,77116,Horror,$39.52M,39520000,16000000
Shark Tale,2004,90,6,48,198122,Animation,$160.86M,160860000,75000000
The Dukes of Hazzard,2005,104,5.1,33,81751,Comedy,$80.27M,80270000,50000000
Cheaper by the Dozen 2,2005,94,5.5,34,62639,Adventure,$82.57M,82570000,60000000
Failure to Launch,2006,97,5.6,47,85560,Comedy,$88.72M,88720000,50000000
Monster House,2006,91,6.6,68,137481,Animation,$73.66M,73660000,75000000
Domino,2005,127,5.9,37,69293,Action,$10.17M,10170000,50000000
Sky Captain and the World of Tomorrow,2004,106,6.1,64,87304,Action,$37.76M,37760000,70000000
Catwoman,2004,104,3.4,27,125507,Action,$40.20M,40200000,100000000
The Weather Man,2005,102,6.6,61,83161,Comedy,$12.48M,12480000,20000000
Lady in the Water,2006,110,5.5,36,103513,Drama,$42.29M,42290000,75000000
Hide and Seek,2005,101,5.9,35,88597,Horror,$51.10M,51100000,25000000
The Legend of Zorro,2005,129,5.9,47,107393,Action,$46.46M,46460000,75000000
Spanglish,2004,131,6.4,48,88399,Comedy,$42.73M,42730000,80000000
Ultraviolet,2006,88,4.3,18,83965,Action,$18.50M,18500000,30000000
Red Eye,2005,85,6.5,71,135739,Thriller,$57.89M,57890000,26000000
Chicken Little,2005,81,5.7,48,100449,Animation,$135.39M,135390000,150000000
The Wedding Date,2005,90,6.1,32,56172,Comedy,$31.73M,31730000,15000000
The Constant Gardener,2005,129,7.4,82,148205,Drama,$33.58M,33580000,25000000
Charlie Bartlett,2007,97,6.9,54,66604,Comedy,$3.95M,3950000,12000000
No Country for Old Men,2007,122,8.2,92,1054700,Crime,$74.28M,74280000,25000000
Casino Royale,2006,144,8,80,692519,Action,$167.45M,167450000,12000000
Kung Fu Panda,2008,92,7.6,74,517575,Animation,$215.43M,215430000,130000000
Transformers,2007,144,7,61,672869,Action,$319.25M,319250000,150000000
Sex and the City,2008,145,5.7,53,127010,Comedy,$152.65M,152650000,65000000
The Prestige,2006,130,8.5,66,1434855,Drama,$53.09M,53090000,40000000
The Dark Knight,2008,152,9,84,2857781,Action,$534.86M,534860000,185000000
Spider-Man 3,2007,139,6.3,59,634791,Action,$336.53M,336530000,258000000
Live Free or Die Hard,2007,128,7.1,69,420007,Action,$134.53M,134530000,110000000
Flags of Our Fathers,2006,135,7.1,79,128955,Action,$33.60M,33600000,90000000
In the Valley of Elah,2007,121,7.2,65,74998,Crime,$6.78M,6780000,23000000
Wanted,2008,110,6.7,64,407561,Action,$134.51M,134510000,75000000
American Gangster,2007,157,7.8,76,451083,Biography,$130.16M,130160000,100000000
Pirates of the Caribbean: At World's End,2007,169,7.1,50,690894,Action,$309.42M,309420000,300000000
Vantage Point,2008,90,6.6,40,153918,Action,$72.27M,72270000,40000000
Children of Men,2006,109,7.9,84,527906,Action,$35.55M,35550000,76000000
Death at a Funeral,2007,90,7.3,67,120687,Comedy,$8.58M,8580000,9000000
Stardust,2007,127,7.6,66,284495,Adventure,$38.63M,38630000,70000000
28 Weeks Later,2007,100,6.9,78,292725,Horror,$28.64M,28640000,15000000
The Bank Job,2008,111,7.2,69,188862,Crime,$30.06M,30060000,20000000
The Mist,2007,126,7.1,58,338669,Horror,$25.59M,25590000,18000000
Into the Wild,2007,148,8.1,73,656177,Adventure,$18.35M,18350000,15000000
Indiana Jones and the Kingdom of the Crystal Skull,2008,122,6.2,65,490218,Action,$317.10M,317100000,185000000
There Will Be Blood,2007,158,8.2,93,638623,Drama,$40.22M,40220000,25000000
Juno,2007,96,7.4,81,547809,Comedy,$143.50M,143500000,7500000
Step Brothers,2008,98,6.9,51,317818,Comedy,$100.47M,100470000,65000000
This Is England,2006,101,7.7,86,128440,Crime,$0.33M,330000,2380000
I Am Legend,2007,101,7.2,65,810756,Action,$256.39M,256390000,150000000
The Bourne Ultimatum,2007,115,8,85,657022,Action,$227.47M,227470000,70000000
Hot Fuzz,2007,121,7.8,81,533847,Action,$23.64M,23640000,12000000
Get Smart,2008,110,6.5,54,228169,Action,$130.32M,130320000,80000000
Enchanted,2007,107,7.1,75,216728,Animation,$127.81M,127810000,85000000
The Pursuit of Happyness,2006,117,8,64,558156,Biography,$163.57M,163570000,55000000
The Chronicles of Narnia: Prince Caspian,2008,150,6.5,62,224726,Action,$141.62M,141620000,225000000
Bee Movie,2007,91,6.1,54,178969,Animation,$126.63M,126630000,150000000
Zodiac,2007,157,7.7,79,595389,Crime,$33.08M,33080000,65000000
Slumdog Millionaire,2008,120,8,84,875740,Crime,$141.32M,141320000,15000000
Ratatouille,2007,111,8.1,96,819403,Animation,$206.45M,206450000,150000000
Hellboy II: The Golden Army,2008,120,7,78,285184,Action,$75.75M,75750000,85000000
Zwartboek,2006,145,7.7,71,80318,Drama,$4.40M,4400000,21000000
Zack and Miri Make a Porno,2008,101,6.5,56,182059,Comedy,$31.46M,31460000,24000000
Pineapple Express,2008,111,6.9,64,356520,Action,$87.34M,87340000,27000000
Lars and the Real Girl,2007,106,7.3,70,154818,Comedy,$5.97M,5970000,12000000
Jumper,2008,88,6.1,35,322694,Action,$80.17M,80170000,85000000
Le scaphandre et le papillon,2007,112,8,92,110296,Biography,$5.99M,5990000,14000000
Superbad,2007,113,7.6,76,629534,Comedy,$121.46M,121460000,20000000
Vicky Cristina Barcelona,2008,96,7.1,70,268302,Comedy,$23.22M,23220000,15000000
The Incredible Hulk,2008,112,6.6,61,521846,Action,$134.52M,134520000,150000000
Night at the Museum,2006,108,6.5,48,375797,Adventure,$250.86M,250860000,110000000
Evan Almighty,2007,96,5.4,37,154714,Comedy,$100.46M,100460000,175000000
Mr. Brooks,2007,120,7.3,45,156030,Crime,$28.48M,28480000,20000000
The Simpsons Movie,2007,87,7.3,80,348885,Animation,$183.14M,183140000,75000000
The Reaping,2007,99,5.6,36,44592,Horror,$25.12M,25120000,40000000
Bridge to Terabithia,2007,96,7.2,74,172471,Drama,$82.27M,82270000,60000000
WALL·E,2008,98,8.4,95,1195402,Animation,$223.81M,223810000,180000000
Shooter,2007,124,7.1,53,354161,Action,$47.00M,47000000,61000000
Forgetting Sarah Marshall,2008,111,7.1,67,301667,Comedy,$63.17M,63170000,30000000
Dreamgirls,2006,130,6.6,76,77101,Drama,$103.37M,103370000,70000000
Superhero Movie,2008,75,4.7,33,75148,Action,$26.64M,26640000,35000000
Rocky Balboa,2006,102,7.1,63,230946,Action,$70.27M,70270000,24000000
Rambo,2008,92,7,46,243951,Action,$42.75M,42750000,50000000
Iron Man,2008,126,7.9,79,1120556,Action,$318.41M,318410000,140000000
Gone Baby Gone,2007,114,7.6,72,291847,Crime,$20.30M,20300000,19000000
Felon,2008,104,7.4,58,83393,Crime,$0.04M,40000,2900000
Nick and Norah's Infinite Playlist,2008,90,6.6,64,95267,Comedy,$31.49M,31490000,9000000
Harold & Kumar Escape from Guantanamo Bay,2008,114,6.5,57,141785,Adventure,$38.09M,38090000,12000000
21,2008,123,6.8,48,265859,Crime,$81.16M,81160000,35000000
Knocked Up,2007,129,6.9,85,383634,Comedy,$148.73M,148730000,30000000
Eagle Eye,2008,118,6.6,43,194922,Action,$101.11M,101110000,80000000
Disturbia,2007,105,6.8,62,247378,Crime,$80.21M,80210000,20000000
Rush Hour 3,2007,91,6.2,44,182503,Action,$140.13M,140130000,140000000
Beowulf,2007,115,6.3,59,173877,Animation,$82.16M,82160000,20000000
Horton Hears a Who!,2008,86,6.8,71,149876,Animation,$154.53M,154530000,85000000
The Holiday,2006,136,6.9,52,321909,Comedy,$63.22M,63220000,85000000
Blood Diamond,2006,143,8,64,583989,Adventure,$57.37M,57370000,100000000
The Darjeeling Limited,2007,91,7.2,67,216368,Adventure,$11.90M,11900000,16000000
Righteous Kill,2008,101,6,36,92036,Crime,$40.08M,40080000,60000000
Choke,2008,92,6.4,47,33551,Comedy,$2.93M,2930000,3000000
In Bruges,2008,107,7.9,67,460148,Comedy,$7.76M,7760000,15000000
Smokin' Aces,2006,109,6.6,45,151771,Action,$35.66M,35660000,17000000
A Good Year,2006,117,6.9,47,101093,Comedy,$7.46M,7460000,35000000
Meet the Robinsons,2007,95,6.8,61,110902,Animation,$97.82M,97820000,150000000
The Great Debaters,2007,126,7.5,65,62663,Biography,$30.23M,30230000,15000000
You Don't Mess with the Zohan,2008,113,5.6,54,213515,Action,$100.02M,100020000,90000000
Tropic Thunder,2008,107,7.1,71,446392,Action,$110.52M,110520000,92000000
Burn After Reading,2008,96,7,63,352108,Comedy,$60.36M,60360000,37000000
Mamma Mia!,2008,108,6.5,51,272789,Comedy,$144.13M,144130000,52000000
Death Race,2008,105,6.4,43,218463,Action,$36.32M,36320000,45000000
The Brothers Bloom,2008,114,6.7,55,52516,Action,$3.52M,3520000,20000000
Saw III,2006,108,6.2,48,211605,Horror,$80.24M,80240000,10000000
War,2007,103,6.2,36,96554,Action,$22.49M,22490000,25000000
Tenacious D in The Pick of Destiny,2006,94,6.8,55,114914,Adventure,$8.32M,8320000,22000000
DOA: Dead or Alive,2006,87,4.8,38,46251,Action,$0.48M,480000,21000000
Saw IV,2007,93,5.9,36,164246,Horror,$63.30M,63300000,10000000
What Happens in Vegas,2008,99,6.1,36,187386,Comedy,$80.28M,80280000,35000000
300,2006,117,7.6,52,861700,Action,$210.61M,210610000,65000000
We Own the Night,2007,117,6.8,59,92647,Action,$28.56M,28560000,21000000
Charlie Wilson's War,2007,102,7,67,124652,Biography,$66.66M,66660000,75000000
TMNT,2007,87,6.2,41,69092,Animation,$54.15M,54150000,34000000
Never Back Down,2008,113,6.5,39,106137,Action,$24.85M,24850000,20000000
4: Rise of the Silver Surfer,2007,92,5.6,45,276780,Action,$131.92M,131920000,130000000
Blades of Glory,2007,93,6.3,64,177322,Comedy,$118.59M,118590000,53000000
1408,2007,104,6.8,64,293135,Fantasy,$71.99M,71990000,25000000
The Golden Compass,2007,113,6.1,51,196495,Adventure,$70.11M,70110000,180000000
Notes on a Scandal,2006,92,7.4,73,84311,Crime,$17.51M,17510000,15000000
Ocean's Thirteen,2007,122,6.9,62,366365,Crime,$117.15M,117150000,85000000
Hannibal Rising,2007,121,6.1,35,115586,Adventure,$27.67M,27670000,50000000
Sunshine Cleaning,2008,91,6.8,61,74013,Comedy,$12.06M,12060000,5000000
30 Days of Night,2007,113,6.6,53,188800,Action,$39.57M,39570000,30000000
Prom Night,2008,88,3.9,17,38083,Horror,$43.87M,43870000,1000000
Music and Lyrics,2007,104,6.5,59,107048,Comedy,$50.57M,50570000,40000000
Ghost Rider,2007,110,5.3,35,251552,Action,$115.80M,115800000,110000000
Lions for Lambs,2007,92,6.2,47,52528,Crime,$15.00M,15000000,35000000
The Ruins,2008,90,5.9,44,83755,Adventure,$17.43M,17430000,8000000
Black Snake Moan,2006,116,6.9,52,66433,Drama,$9.40M,9400000,15000000
Resident Evil: Extinction,2007,94,6.2,41,204936,Action,$50.65M,50650000,45000000
Perfume: The Story of a Murderer,2006,147,7.5,56,265080,Crime,$2.22M,2220000,50000000
We Are Marshall,2006,131,7,53,64700,Drama,$43.55M,43550000,65000000
Street Kings,2008,109,6.8,55,120494,Action,$26.42M,26420000,20000000
Eragon,2006,104,5.1,38,130265,Action,$75.03M,75030000,100000000
Dan in Real Life,2007,98,6.8,65,106806,Comedy,$47.64M,47640000,25000000
Hancock,2008,92,6.4,49,510220,Action,$227.95M,227950000,150000000
Awake,2007,84,6.5,33,80376,Crime,$14.38M,14380000,86000000
Shoot 'Em Up,2007,86,6.6,49,154806,Action,$12.81M,12810000,39000000
Mirrors,2008,110,6.1,35,113489,Horror,$30.69M,30690000,35000000
Dead Silence,2007,89,6.1,34,101547,Horror,$16.81M,16810000,20000000
Atonement,2007,123,7.8,85,298779,Drama,$50.93M,50930000,30000000
P.S. I Love You,2007,126,7,39,218047,Comedy,$53.70M,53700000,30000000
Becoming Jane,2007,120,7,55,64931,Biography,$18.67M,18670000,16500000
The Painted Veil,2006,125,7.4,69,95805,Drama,$8.06M,8060000,19400000
Daddy's Little Girls,2007,100,5.8,49,8238,Drama,$31.34M,31340000,10000000
Happy Feet,2006,108,6.4,77,199356,Animation,$198.00M,198000000,100000000
Apocalypto,2006,139,7.8,68,330058,Action,$50.87M,50870000,40000000
Next,2007,96,6.2,42,165880,Action,$18.21M,18210000,70000000
National Treasure: Book of Secrets,2007,124,6.5,48,252834,Action,$219.96M,219960000,130000000
Control,2007,122,7.6,78,68396,Biography,$0.87M,870000,6800000
The Sisterhood of the Traveling Pants 2,2008,119,6.2,63,30703,Comedy,$44.09M,44090000,27000000
Freedom Writers,2007,123,7.6,64,85043,Biography,$36.61M,36610000,21000000
27 Dresses,2008,111,6.1,47,174360,Comedy,$76.81M,76810000,30000000
Michael Clayton,2007,119,7.2,82,173724,Crime,$49.03M,49030000,25000000
The Bucket List,2007,97,7.4,42,259131,Adventure,$93.47M,93470000,45000000
Letters from Iwo Jima,2006,141,7.8,89,169704,Action,$13.76M,13760000,19000000
The Assassination of Jesse James by the Coward Robert Ford,2007,160,7.5,68,192339,Biography,$3.90M,3900000,30000000
Låt den rätte komma in,2008,114,7.8,82,226285,Drama,$2.12M,2120000,4000000
Cloverfield,2008,85,7,64,419364,Horror,$80.05M,80050000,25000000
The Game Plan,2007,110,6.4,44,100105,Comedy,$90.65M,90650000,22000000
Hitman,2007,94,6.2,35,177426,Action,$39.69M,39690000,24000000
Shrek the Third,2007,93,6.1,58,331137,Animation,$320.71M,320710000,160000000
Blindness,2008,121,6.5,45,75081,Drama,$3.07M,3070000,25000000
The Kite Runner,2007,128,7.6,61,82452,Drama,$15.80M,15800000,20000000
August Rush,2007,114,7.4,38,110933,Drama,$31.66M,31660000,25000000
Son of Rambow,2007,96,7,66,32943,Action,$1.78M,1780000,4000000
Penelope,2006,104,6.7,48,66084,Comedy,$10.01M,10010000,4000000
The Nanny Diaries,2007,106,6.2,46,63919,Comedy,$25.93M,25930000,20000000
Walk Hard: The Dewey Cox Story,2007,96,6.8,63,77026,Comedy,$18.32M,18320000,35000000
Eastern Promises,2007,100,7.6,83,260216,Crime,$17.11M,17110000,51500000
Reign Over Me,2007,124,7.4,61,99473,Drama,$19.66M,19660000,20000000
Stomp the Yard,2007,115,5.4,44,26410,Drama,$61.36M,61360000,13000000
The Mummy: Tomb of the Dragon Emperor,2008,112,5.2,31,170187,Action,$102.49M,102490000,145000000
Harsh Times,2005,116,6.8,56,68480,Action,$3.34M,3340000,2000000
Perfect Stranger,2007,109,5.7,31,51050,Crime,$23.98M,23980000,60795000
Once,2007,86,7.8,90,121083,Drama,$9.44M,9440000,160000
Halloween,2007,109,6,47,130264,Horror,$58.27M,58270000,300000
Mr. Bean's Holiday,2007,90,6.4,56,133763,Comedy,$33.30M,33300000,25000000
Rescue Dawn,2006,125,7.3,77,110613,Adventure,$5.49M,5490000,10000000
Fool's Gold,2008,112,5.7,29,84288,Action,$70.23M,70230000,70000000
Flushed Away,2006,85,6.6,74,138121,Animation,$64.67M,64670000,149000000
The Forbidden Kingdom,2008,104,6.5,57,109360,Action,$52.08M,52080000,55000000
The Kingdom,2007,110,7,56,132041,Action,$47.54M,47540000,70000000
I Now Pronounce You Chuck & Larry,2007,115,5.9,37,153759,Comedy,$120.06M,120060000,85000000
Elizabeth: The Golden Age,2007,114,6.8,45,74921,Biography,$16.29M,16290000,55000000
The Invasion,2007,99,5.9,45,82519,Sci-Fi,$15.07M,15070000,80000000
The Happening,2008,91,5,34,216009,Adventure,$64.51M,64510000,60000000
The Good Shepherd,2006,167,6.7,61,108295,Drama,$59.95M,59950000,85000000
The Other Boleyn Girl,2008,115,6.7,50,119700,Biography,$26.81M,26810000,35000000
City of Ember,2008,90,6.4,58,69593,Adventure,$7.87M,7870000,55000000
Good Luck Chuck,2007,101,5.6,19,94224,Comedy,$35.02M,35020000,25000000
Epic Movie,2007,86,2.4,17,109380,Adventure,$39.74M,39740000,20000000
Norbit,2007,103,4.2,27,79548,Comedy,$95.67M,95670000,60000000
Premonition,2007,96,5.9,29,81484,Drama,$47.85M,47850000,20000000
Hostel: Part II,2007,94,5.5,46,95710,Horror,$17.61M,17610000,10200000
Turistas,2006,93,5.4,36,40696,Horror,$7.03M,7030000,10000000
Appaloosa,2008,115,6.7,64,64572,Action,$20.21M,20210000,20000000
Babylon A.D.,2008,90,5.5,26,98369,Action,$22.53M,22530000,70000000
The Water Horse,2007,112,6.4,71,42916,Adventure,$40.41M,40410000,40000000
Speed Racer,2008,135,6.1,37,78238,Action,$43.95M,43950000,120000000
"10,000 BC",2008,109,5.1,34,135290,Action,$94.78M,94780000,105000000
No Reservations,2007,104,6.3,50,78507,Comedy,$43.11M,43110000,28000000
Doomsday,2008,113,5.9,51,79779,Action,$10.96M,10960000,30000000
The Spiderwick Chronicles,2008,96,6.5,62,102292,Action,$71.20M,71200000,90000000
The Express,2008,130,7.2,58,22835,Biography,$9.59M,9590000,40000000
Step Up 2: The Streets,2008,98,6.2,50,90853,Drama,$58.02M,58020000,23000000
Sydney White,2007,108,6.2,45,51078,Comedy,$11.89M,11890000,16500000
Made of Honor,2008,101,5.8,37,75893,Comedy,$46.01M,46010000,40000000
The X Files: I Want to Believe,2008,104,5.9,47,93892,Crime,$20.98M,20980000,30000000
In the Land of Women,2007,97,6.4,47,32624,Comedy,$11.04M,11040000,10000000
Marley & Me,2008,111,7,53,167373,Drama,$143.15M,143150000,60000000
Julie & Julia,2009,123,7,66,128513,Biography,$94.13M,94130000,40000000
Two Lovers,2008,110,7,74,43432,Drama,$3.15M,3150000,12000000
Animal Kingdom,2010,113,7.2,83,60351,Crime,$1.04M,1040000,5000000
Sex and the City 2,2010,146,4.5,27,83840,Comedy,$95.35M,95350000,100000000
Inception,2010,148,8.8,74,2538581,Action,$292.58M,292580000,160000000
Sherlock Holmes,2009,128,7.6,57,668916,Action,$209.03M,209030000,90000000
Inglourious Basterds,2009,153,8.4,69,1576015,Adventure,$120.54M,120540000,70000000
Friday the 13th,2009,97,5.5,34,116563,Horror,$65.00M,65000000,550000
The Wrestler,2008,109,7.9,80,319264,Drama,$26.24M,26240000,6000000
Män som hatar kvinnor,2009,152,7.8,76,222968,Crime,$10.10M,10100000,13000000
The Hangover,2009,100,7.7,73,842062,Comedy,$277.32M,277320000,35000000
Changeling,2008,141,7.8,63,264841,Biography,$35.74M,35740000,55000000
Avatar,2009,162,7.9,83,1382286,Action,$760.51M,760510000,237000000
Clash of the Titans,2010,106,5.8,39,292196,Action,$163.21M,163210000,15000000
The Road,2009,111,7.2,64,253411,Drama,$0.06M,60000,32000000
Star Trek,2009,127,7.9,82,619308,Action,$257.73M,257730000,150000000
Chi bi,2008,145,7.3,73,48400,Action,$0.63M,630000,80341000
Kick-Ass,2010,117,7.6,66,591525,Action,$48.07M,48070000,28000000
G.I. Joe: The Rise of Cobra,2009,118,5.7,32,214755,Action,$152.27M,152270000,175000000
17 Again,2009,102,6.4,48,215644,Comedy,$64.17M,64170000,20000000
Public Enemies,2009,140,7,70,317948,Action,$97.10M,97100000,80000000
The Hurt Locker,2008,131,7.5,95,472602,Drama,$17.02M,17020000,15000000
Robin Hood,2010,140,6.6,53,282487,Action,$105.27M,105270000,15000000
The Proposal,2009,108,6.8,48,358441,Comedy,$163.96M,163960000,40000000
Milk,2008,128,7.5,83,179558,Biography,$31.84M,31840000,20000000
An Education,2009,100,7.3,85,138018,Drama,$12.57M,12570000,7500000
The Karate Kid,2010,140,6.2,61,204459,Action,$176.59M,176590000,8000000
Up,2009,96,8.3,88,1119951,Animation,$293.00M,293000000,175000000
The Last Airbender,2010,103,4,20,174293,Action,$131.56M,131560000,150000000
Yes Man,2008,104,6.8,46,382062,Comedy,$97.69M,97690000,70000000
Bride Wars,2009,89,5.5,24,115104,Comedy,$58.72M,58720000,30000000
Seven Pounds,2008,123,7.6,36,314624,Drama,$69.95M,69950000,55000000
The International,2009,118,6.5,52,99728,Action,$25.45M,25450000,50000000
Harry Potter and the Half-Blood Prince,2009,153,7.6,78,593051,Action,$301.96M,301960000,250000000
Valkyrie,2008,121,7.1,56,258562,Drama,$83.08M,83080000,75000000
The Reader,2008,124,7.6,58,258711,Drama,$34.19M,34190000,32000000
Terminator Salvation,2009,115,6.5,49,376502,Action,$125.32M,125320000,200000000
Quantum of Solace,2008,106,6.5,58,469656,Action,$168.37M,168370000,200000000
Revolutionary Road,2008,119,7.3,69,224360,Drama,$22.91M,22910000,35000000
How to Train Your Dragon,2010,98,8.1,75,796768,Animation,$217.58M,217580000,165000000
The Invention of Lying,2009,100,6.4,58,148695,Comedy,$18.44M,18440000,18500000
Underworld: Rise of the Lycans,2009,92,6.5,44,167449,Action,$45.80M,45800000,35000000
Despicable Me,2010,95,7.6,72,582186,Animation,$251.51M,251510000,69000000
Toy Story 3,2010,103,8.3,92,889577,Animation,$415.00M,415000000,200000000
Max Payne,2008,100,5.3,31,130000,Action,$40.69M,40690000,35000000
Couples Retreat,2009,113,5.5,23,114625,Comedy,$109.21M,109210000,70000000
Watchmen,2009,162,7.6,56,580655,Action,$107.51M,107510000,130000000
A Nightmare on Elm Street,2010,95,5.2,35,107141,Crime,$63.08M,63080000,1800000
(500) Days of Summer,2009,95,7.7,76,555215,Comedy,$32.39M,32390000,7500000
The Lovely Bones,2009,135,6.6,42,179392,Drama,$43.82M,43820000,65000000
The Blind Side,2009,129,7.6,53,359319,Biography,$255.96M,255960000,29000000
Hannah Montana: The Movie,2009,102,4.6,47,45530,Comedy,$79.57M,79570000,35000000
Monsters,2010,94,6.3,63,97428,Adventure,$0.24M,240000,500000
Zombieland,2009,88,7.5,73,618910,Action,$75.59M,75590000,23600000
Away We Go,2009,98,7,58,55014,Comedy,$9.45M,9450000,17000000
Where the Wild Things Are,2009,101,6.7,71,108367,Adventure,$77.23M,77230000,100000000
Australia,2008,165,6.6,53,129556,Adventure,$49.55M,49550000,130000000
X-Men Origins: Wolverine,2009,107,6.5,40,528967,Action,$179.88M,179880000,150000000
Role Models,2008,99,6.8,61,240556,Comedy,$67.29M,67290000,28000000
The Back-up Plan,2010,104,5.3,34,52126,Comedy,$37.49M,37490000,35000000
Doubt,2008,104,7.5,68,135848,Drama,$33.42M,33420000,20000000
Adventureland,2009,107,6.8,76,168344,Comedy,$16.03M,16030000,9500000
Coraline,2009,100,7.7,80,262359,Animation,$75.29M,75290000,60000000
Four Lions,2010,97,7.3,68,84977,Comedy,$0.30M,300000,967686
Transformers: Revenge of the Fallen,2009,149,6,35,427232,Action,$402.11M,402110000,150000000
Fast & Furious,2009,107,6.5,46,310115,Action,$155.06M,155060000,85000000
Get Him to the Greek,2010,109,6.3,65,185307,Comedy,$60.97M,60970000,40000000
Ice Age: Dawn of the Dinosaurs,2009,94,6.9,50,263194,Animation,$196.57M,196570000,90000000
Cop Out,2010,107,5.5,31,90264,Action,$44.88M,44880000,30000000
I Love You Phillip Morris,2009,102,6.6,65,99628,Biography,$2.04M,2040000,13000000
"I Love You, Man",2009,105,7,70,216281,Comedy,$71.44M,71440000,41000000
Fantastic Mr. Fox,2009,87,7.9,83,268710,Animation,$21.00M,21000000,40000000
The Secret Life of Bees,2008,114,7.2,57,27862,Drama,$37.77M,37770000,11000000
Shrek Forever After,2010,93,6.3,58,223665,Animation,$238.37M,238370000,165000000
The Damned United,2009,98,7.5,81,45843,Biography,$0.45M,450000,10000000
Brüno,2009,81,5.9,54,153639,Comedy,$60.05M,60050000,42000000
Moon,2009,97,7.8,67,375779,Drama,$5.01M,5010000,5000000
Leap Year,2010,100,6.4,33,110426,Comedy,$25.92M,25920000,19000000
Law Abiding Citizen,2009,109,7.4,34,318447,Action,$73.34M,73340000,53000000
Prince of Persia: The Sands of Time,2010,116,6.6,50,303173,Action,$90.76M,90760000,150000000
Land of the Lost,2009,102,5.3,32,75138,Action,$49.44M,49440000,100000000
The Ugly Truth,2009,96,6.4,28,229889,Comedy,$88.92M,88920000,38000000
RocknRolla,2008,114,7.2,53,264358,Action,$5.69M,5690000,18000000
State of Play,2009,127,7.1,64,159991,Crime,$37.02M,37020000,60000000
Edge of Darkness,2010,117,6.6,55,98766,Action,$43.31M,43310000,80000000
Up in the Air,2009,109,7.4,83,348821,Comedy,$83.82M,83820000,25000000
Grown Ups,2010,102,6,30,274486,Comedy,$162.00M,162000000,80000000
Cloudy with a Chance of Meatballs,2009,90,6.9,66,256707,Animation,$124.87M,124870000,100000000
